pilot	A person who flies an aircraft; a test run of a show or plan.
pinch	To squeeze between finger and thumb; a small amount of something.
piney	Smelling or tasting of pine trees; full of pine woods.
pinky	The smallest finger on the hand; the little finger.
pinto	A horse with a coat of white mixed with another color.
piper	A person who plays a pipe or bagpipes.
pique	To stir interest or curiosity; a feeling of slight offense.
pitch	To throw; the high or low quality of a sound; a sales talk.
pithy	Short and full of meaning; concise and forcefully expressive.
pivot	A central point on which something turns; to change direction.
pixel	The tiniest dot of light that makes up a digital image.
pixie	A small mischievous fairy or elf in folklore.
pizza	A flat baked bread topped with sauce, cheese, and other foods.
place	A particular location or spot; to put something somewhere.
plaid	A pattern of crossed stripes in different colors; tartan cloth.
plain	Simple and not decorated; clear; a large flat stretch of land.
plait	To braid hair or strands together; a braid itself.
plane	A flat level surface; an aircraft; a tool for smoothing wood.
plank	A long, flat piece of timber used in building.
plant	A living green organism that grows; to put seeds or trees in soil.
plate	A flat dish for food; a thin flat sheet of metal or other material.
plaza	An open public square or marketplace in a town or city.
plead	To beg earnestly; to argue a case in court.
pleat	A folded edge sewn into cloth for shape or decoration.
plied	Past of ply; worked steadily at a trade or used a tool repeatedly.
plier	A gripping hand tool with two hinged jaws, used in pairs.
pluck	To pull something out or off; courage and spirit under pressure.
plumb	Exactly vertical; to measure depth; fully or completely.
plume	A large feather; a rising cloud of smoke, dust, or water.
plump	Slightly fat in a rounded, healthy-looking way.
plunk	To drop or set something down heavily or casually.
plush	Soft and luxurious fabric or comfort; richly comfortable.
poesy	Poetry; the art of writing poems (old-fashioned word).
point	A sharp tip; a specific place or idea; to direct attention at something.
poise	Calm, balanced self-control; to hold steady ready to move.
poker	A card game; a metal rod for stirring a fire.
polar	Relating to the North or South Pole; completely opposite.
polka	A lively dance from Central Europe; a dotted fabric pattern.
polyp	A small growth on a body surface; a simple tube-shaped sea animal.
pooch	An informal word for a dog.
poppy	A bright flower often red, with papery petals and a seed head.
porch	A covered entrance attached to the outside of a building.
poser	Someone who pretends; a puzzling problem that is hard to solve.
posit	To put forward an idea as a fact or starting point for argument.
posse	A group of people gathered for a purpose, often law enforcement.
pouch	A small bag or pocket for carrying things.
pound	A unit of weight; to hit hard repeatedly; British currency unit.
pouty	Having a sulky or protruding lip; looking sulky or spoiled.
power	Strength or ability to act or control; electrical energy.
prank	A playful trick meant to amuse or mildly annoy someone.
prawn	An edible shellfish similar to a large shrimp.
preen	To tidy feathers or appearance carefully; to show self-satisfaction.
press	To push firmly; newspapers and media; a machine that squeezes.
price	The amount of money something costs; to set a cost for something.
prick	To make a small hole with a sharp point; a sharp stinging pain.
pride	A feeling of satisfaction in yourself or others; a group of lions.
pried	Past of pry; forced open or asked nosy questions.
prime	Of the best quality; to prepare something for use; first in importance.
primo	First-rate or excellent; the first part in a musical duet.
print	Text or images made with ink on paper; to produce such copies.
prior	Coming before in time or order; earlier or previous.
prism	A transparent solid that splits light into a spectrum of colors.
privy	Sharing secret knowledge; an outdoor toilet (old use).
prize	An award for winning; something highly valued; to value greatly.
probe	To examine carefully; a thin tool used to explore or test.
prone	Likely to suffer or do something; lying face downward.
prong	A pointed tine of a fork or similar tool.
proof	Evidence that something is true; resistant to something.
prose	Ordinary written or spoken language, not poetry.
proud	Feeling deep pleasure or satisfaction in achievement or quality.
prove	To show that something is true with evidence or argument.
prowl	To move quietly and secretly while hunting or searching.
proxy	A person or thing that acts in place of another.
prude	A person who is overly proper or easily shocked about sex or manners.
prune	A dried plum; to cut back unwanted branches or excess.
psalm	A holy song or poem, especially from scripture.
pubic	Relating to the lower front of the abdomen near the genitals.
pudgy	Short and somewhat fat; chubby.
puffy	Swollen or soft and inflated; light and full of air.
pulpy	Soft, moist, and somewhat mushy like fruit pulp.
pulse	The regular beat of blood in the arteries; a brief burst.
punch	To hit with a fist; a strong flavored drink; a hole-making tool.
pupal	Relating to the pupa stage of an insect between larva and adult.
pupil	A student; the dark center opening of the eye.
puppy	An inexperienced young person.
puree	Food blended into a smooth thick paste; to blend food that way.
purer	More pure; freer from dirt, flaws, or unwanted material.
purge	To clean out unwanted people or things; to rid of something bad.
purse	A small bag for money or personal items; to press the lips together.
pushy	Aggressively assertive in a way that annoys others.
putty	A soft clay-like material used to seal glass or fill holes.
pygmy	A member of a short-statured people; something very small of its kind.
quack	The sound a duck makes; a fake doctor or fraud.
quail	A small game bird; to shrink back in fear.
quake	To shake or tremble; a shaking of the ground.
qualm	A sudden feeling of doubt, worry, or unease about something.
quark	A basic particle that combines to form protons and neutrons.
quart	A liquid measure equal to two pints.
quash	To reject or put down firmly; to suppress completely.
quasi	Seemingly or partly; resembling but not fully the real thing.
queen	A female monarch; a playing card; a powerful chess piece.
queer	Strange or odd; historically insulting, now also a reclaimed identity term.
quell	To put an end to something by force; to calm or suppress.
query	A question; to ask for information or express doubt.
quest	A long search for something important or difficult to find.
queue	A line of people waiting; to wait in line; a waiting list.
quick	Moving or happening fast; prompt and lively.
quiet	Making little or no noise; calm and peaceful.
quill	A large stiff feather used as a pen; a porcupine's spine.
quilt	A warm bed cover made of padded layers sewn together.
quirk	An odd or unusual habit or feature of a person or thing.
quite	Completely or to a fair extent; rather or fairly.
quota	A fixed share or limit assigned to someone or something.
quote	To repeat someone else's words; a stated price.
quoth	Said (old-fashioned third-person form of say).
rabbi	A Jewish religious teacher and leader of a congregation.
rabid	Having rabies; extremely fanatical or furious.
racer	A person, animal, or vehicle that competes in races.
radar	A system that uses radio waves to find objects and their speed.
radii	Plural of radius; lines from the center of a circle to its edge.
radio	A device that receives sound broadcast through the air.
rainy	Having a lot of rain; wet with rainfall.
raise	To lift up; to increase; to bring up children; a pay increase.
rajah	An Indian prince or ruler (historical title).
rally	A large public gathering; to come together for a cause; a recovery.
ralph	Slang: to vomit; also a male first name.
ramen	Japanese wheat noodles served in a hot savory broth.
ranch	A large farm for raising cattle, horses, or other livestock.
randy	Sexually aroused or lustful (informal).
range	A set of different things; open land; how far something can go.
rapid	Happening very quickly; a fast-moving stretch of a river.
rarer	Less common; more scarce or unusual.
raspy	Rough and grating in sound, like a harsh voice.
ratio	The relationship in size or amount between two numbers or quantities.
ratty	In poor, worn condition; shabby or irritable.
raven	A large black bird related to the crow; glossy black in color.
rayon	A smooth fabric made from cellulose fiber.
razor	A sharp tool or blade used for shaving hair.
reach	To stretch out and touch or get to; the distance you can stretch.
react	To respond to something with an action, feeling, or change.
ready	Prepared and able to do something; willing.
realm	A kingdom; an area of interest, knowledge, or activity.
rearm	To equip again with weapons.
rebar	Steel rods used to reinforce concrete.
rebel	A person who resists authority; to fight against rules or power.
rebus	A puzzle using pictures and symbols to represent words or phrases.
rebut	To argue against a claim with evidence or counterarguments.
recap	To summarize the main points again briefly.
recur	To happen again, especially repeatedly.
recut	To cut again into a new shape or form.
reedy	Full of reeds; thin and high like the sound of a reed instrument.
refer	To direct someone to a source; to mention or relate to something.
refit	To repair and equip again for use, especially a ship.
regal	Like a king or queen; royal and magnificent.
rehab	Treatment to recover from addiction, injury, or illness.
reign	The period a monarch rules; to hold power as a ruler.
relax	To become less tense; to rest and take it easy.
relay	To pass along a message; a race where each person runs a stage.
relic	An object surviving from the past; a remnant of something old.
remit	To send money; to cancel a debt; the scope of a job or duty.
renal	Relating to the kidneys.
renew	To make new again; to continue for another period.
repay	To pay back money or a favor owed.
repel	To drive away; to cause strong dislike.
reply	To answer; an answer given in return.
rerun	To show or do again; a repeated broadcast of a program.
reset	To set again to an original or new state.
resin	A sticky plant substance used in varnishes, plastics, and adhesives.
retch	To make the sound and motion of vomiting without bringing anything up.
retro	Imitating styles from the recent past; nostalgic in design.
retry	To try again after a failure.
reuse	To use something again instead of throwing it away.
revel	To take great pleasure in something; a lively celebration.
revue	A theatrical show with songs, sketches, and comedy numbers.
rhino	A huge thick-skinned beast with a horn on its nose.
rhyme	Words that end with the same sound; to match sounds that way.
rider	A person who rides a horse or vehicle; an added clause to a document.
ridge	A long narrow raised strip of land or material.
rifle	A long-barreled gun fired from the shoulder; to search roughly through.
right	Correct; opposite of left; a moral or legal claim; immediately.
rigid	Stiff and not flexible; strict and unwilling to change.
rigor	Strictness or severity; harsh conditions; thorough precision.
rinse	To wash lightly with clean water; a light wash of liquid.
ripen	To become fully grown and ready to eat or use.
riper	More ripe; more fully developed or mature.
risen	Past participle of rise; having gone up or gotten up.
riser	A person or thing that rises; the vertical face of a stair step.
risky	Involving the chance of danger, loss, or failure.
rival	A competitor; to compete with someone as an equal.
river	A large natural stream of water flowing toward a sea or lake.
rivet	A metal pin fastening plates together; to hold attention completely.
roach	A small scuttling household insect; a freshwater fish.
roast	To cook with dry heat; to criticize harshly in a joking way.
robin	A songbird with a reddish breast common in gardens.
robot	A machine that can carry out tasks automatically, often like a human.
rocky	Full of rocks; unsteady or full of problems.
rodeo	A contest of cowboy skills such as riding and roping.
roger	Radio code meaning message received and understood.
rogue	A dishonest or mischievous person; operating outside normal control.
roomy	Having plenty of space; large and comfortable inside.
roost	A place where birds rest or sleep; to settle there for the night.
rotor	A rotating part of a machine, such as helicopter blades.
rouge	Red cosmetic for coloring the cheeks or lips.
rough	Not smooth; harsh or violent; approximate rather than exact.
round	Shaped like a circle or ball; a stage in a contest; approximately.
rouse	To wake or stir someone into action or strong feeling.
route	A way or course taken to get from one place to another.
rover	A person who wanders; a vehicle that explores rough terrain.
rowdy	Noisy, rough, and disorderly in behavior.
rower	A person who propels a boat with oars.
royal	Relating to a king, queen, or their family; grand and splendid.
ruddy	Having a healthy reddish color in the face or skin.
ruder	More rude; less polite or more roughly made.
rugby	A team sport played with an oval ball that can be carried and kicked.
ruler	A person who governs; a straight strip for measuring or drawing lines.
rumba	A lively Cuban dance with a strong rhythmic beat.
rumor	A story or piece of news passed around without confirmed proof.
rupee	The basic unit of money in India and some nearby countries.
rural	Relating to the countryside rather than towns or cities.
rusty	Covered with rust; out of practice and less skillful than before.
sadly	In a sorrowful way; unfortunately.
safer	Less dangerous; more secure from harm.
saint	A person recognized as holy; a very kind or virtuous person.
salad	A dish of mixed raw vegetables or other foods, often with dressing.
sally	A sudden charge out; a witty remark; to set out boldly.
salon	A stylish shop for hair or beauty; a gathering for conversation or art.
salsa	A spicy tomato sauce; a lively Latin dance and music style.
salty	Tasting of salt; containing salt; crude or sharp in humor.
salve	A soothing ointment for wounds or sores; something that eases pain.
salvo	A simultaneous discharge of guns; a sudden burst of criticism.
sandy	Covered with or like sand; light yellowish-brown in color.
saner	More sane; more mentally sound or reasonable.
sappy	Overly sentimental; full of sap like a tree.
sassy	Lively, bold, and a bit disrespectful in a cheeky way.
satin	A smooth, shiny fabric with a glossy face and dull back.
satyr	A lustful woodland god in myth, half man and half goat.
sauce	A liquid or semi-liquid dressing served with food.
saucy	Impudent or cheeky; lively and bold in a playful way.
sauna	A hot steam room used for cleaning and relaxing the body.
saute	To cook quickly in a little hot fat while stirring.
savor	To enjoy the taste or experience of something slowly.
savoy	A type of cabbage with crinkled leaves.
savvy	Practical knowledge and shrewd understanding; street-smart.
scald	To burn with hot liquid or steam; to heat almost to boiling.
scale	A series of musical notes; size relative to a model; to climb.
scalp	The skin on top of the head; to resell tickets at high prices.
scaly	Covered with scales like a fish or reptile.
scamp	A mischievous but usually likable person, especially a child.
scant	Barely enough; limited or insufficient in amount.
scare	To frighten; a sudden feeling of fear.
scarf	A length of fabric worn around the neck or head for warmth or style.
scary	Causing fear; frightening.
scene	A place where something happens; a part of a play or film.
scent	A distinctive smell; to detect by smell.
scion	A descendant of a notable family; a shoot for grafting.
scoff	To speak about something with scornful mockery; to eat greedily.
scold	To speak angrily to someone about their wrong behavior.
scone	A small soft cake, often eaten with butter, jam, or cream.
scoop	A deep spoonlike tool; an exclusive news story; to dig out.
scope	The range of something; room for action; to look over carefully.
score	The number of points in a game; to gain points; a written piece of music.
scorn	A feeling that someone or something deserves contempt; to reject with contempt.
scour	To clean by hard rubbing; to search thoroughly.
scout	A person sent to gather information; a member of a youth outdoor group.
scowl	An angry or bad-tempered facial expression; to make that face.
scram	Slang for leave quickly; to go away at once.
scrap	A small leftover piece; to discard; a minor fight.
scree	A slope of loose stones at the base of a cliff.
screw	A metal fastener with a spiral thread; to fasten with one; slang for cheat.
scrub	To clean by hard rubbing; low bushes; to cancel a plan.
scrum	A rugby restart where players pack tightly; a busy crowded scramble.
scuba	Underwater breathing gear using tanks of compressed air.
sedan	A closed car with two or four doors and a separate trunk.
seedy	Shabby and rundown; full of seeds.
segue	A smooth transition from one topic, scene, or piece of music to another.
seize	To take hold of suddenly and firmly; to take by force.
semen	The fluid containing sperm produced by male animals.
sense	A faculty like sight or hearing; good judgment; to detect.
sepia	A reddish-brown color; an old-fashioned brown-tinted photo tone.
serif	A small decorative stroke at the end of a letter's main line.
serum	A clear body fluid; a liquid used in medicine or skincare.
serve	To give food or help; to perform a duty; to start play in tennis.
setup	An arrangement or organization; equipment put in place for use.
seven	The number 7; one more than six.
sever	To cut off or break completely.
sewer	An underground pipe that carries away waste water.
shack	A rough small hut or cabin, often poorly built.
shade	Partial darkness from blocked light; a color's slight variation; to screen from light.
shady	Giving shade; of doubtful honesty.
shaft	A long narrow rod or passage; a vertical mine opening; harsh treatment.
shake	To move quickly back and forth; a milk drink; to tremble.
shaky	Unsteady or trembling; not reliable or secure.
shale	A soft rock that splits easily into thin layers.
shall	A word used with I or we to express future action or duty.
shalt	Old form of shall, used with thou (you).
shame	A painful feeling from having done wrong; to make someone feel that way.
shank	The lower part of the leg; a cut of meat from that area.
shape	The outer form of something; to form or mold; physical condition.
shard	A sharp broken piece of pottery, glass, or similar material.
share	A part of a whole belonging to someone; to give a portion to others.
shark	A large predatory sea fish with tough skin and sharp teeth.
sharp	Having a fine edge or point; keen; sudden; above true pitch.
shave	To cut hair close to the skin with a razor; a thin slice.
shawl	A piece of fabric worn over the shoulders or head for warmth.
shear	To cut the wool off a sheep; to cut with a scissors-like action.
sheen	A soft shine or gloss on a surface.
sheep	A woolly farm animal raised for meat, wool, and milk.
sheer	Complete and absolute; very thin and see-through; a steep drop.
sheet	A large thin piece of cloth for a bed; a flat piece of paper or metal.
sheik	An Arab tribal leader or chief.
shelf	A flat board fixed to a wall for holding objects.
shell	A hard outer covering; to remove that covering; artillery fire.
shied	Past of shy; started back in fear; threw sideways.
shift	To move or change position; a work period; a gear change.
shine	To give off light; to polish until bright; excellence.
shiny	Bright and reflecting light; polished.
shire	A traditional British county; rural countryside.
shirk	To avoid work or duty on purpose.
shirt	A garment for the upper body with sleeves and usually a collar.
shoal	A shallow place in water; a large group of fish swimming together.
shock	A sudden upsetting surprise; a violent jolt; to stun with surprise.
shone	Past of shine; gave off light or looked bright.
shook	Past of shake; moved quickly back and forth.
shoot	To fire a weapon; to film; a young plant growth; to go quickly.
shore	The land along the edge of a sea, lake, or river.
shorn	Past of shear; having had hair or wool cut off.
short	Having little length or height; not lasting long; insufficient.
shout	To call out loudly; a loud cry.
shove	To push roughly; a strong push.
shown	Past participle of show; displayed or revealed.
showy	Attracting attention by being bright, flashy, or elaborate.
shrew	A small mouselike insect-eating animal; a bad-tempered woman (old use).
shrub	A woody plant smaller than a tree, with several stems from the base.
shrug	To raise and lower the shoulders to show doubt or lack of concern.
shuck	To remove the outer covering of corn, oysters, or similar things.
shunt	To move something onto a side track; to divert or push aside.
shush	To hush someone; to tell them to be quiet.
shyly	In a shy, timid, or bashful manner.
siege	A military blockade of a place to force surrender.
sieve	A mesh tool for straining solids from liquids or fine particles.
sight	The ability to see; something seen; to see or aim at.
sigma	A Greek letter (Σ, σ) often used as a math symbol for sum or deviation.
silky	Smooth, soft, and shiny like silk.
silly	Foolish or lacking good sense in a lighthearted way.
since	From a past time until now; because.
sinew	A tough cord of tissue joining muscle to bone; strength or power.
singe	To burn slightly on the surface; a slight surface burn.
siren	A device that makes a loud warning sound; a dangerously attractive woman in myth.
sissy	An insulting term for a timid or unmanly person.
sixth	Coming after fifth; one of six equal parts.
sixty	The number 60; six times ten.
skate	A boot with a blade or wheels for gliding; a flat sea fish; to glide.
skier	A person who skis on snow.
skiff	A small light boat for one or a few people.
skill	The ability to do something well through practice or talent.
skimp	To use too little of something; to be stingy with time or materials.
skirt	A garment hanging from the waist; the edge of an area; to go around.
skulk	To move stealthily or hide, often with a guilty purpose.
skull	The bony case that protects the brain.
skunk	A black-and-white mammal that sprays a foul-smelling liquid.
slack	Loose and not tight; lacking energy or care; a lull in activity.
slain	Past of slay; killed in a violent way.
slang	Informal words and phrases used in casual speech.
slant	A slope or tilt; a particular way of presenting information.
slash	To cut with a sweeping stroke; a / mark; a sharp reduction.
slate	A fine-grained rock that splits into sheets; a list of candidates.
slave	A person owned by and forced to work for another; to work very hard.
sleek	Smooth and glossy; stylishly elegant in a streamlined way.
sleep	The natural resting state of body and mind; to rest that way.
sleet	A mix of rain and snow or ice pellets falling from the sky.
slept	Past of sleep; rested in a natural unconscious state.
slice	A thin flat piece cut from something; to cut into such pieces.
slick	Smooth and slippery; clever in a smooth way; an oil film on water.
slide	To move smoothly over a surface; a playground chute; a decrease.
slime	Unpleasantly sticky wet matter; a gooey substance.
slimy	Covered with slime; unpleasantly oily or falsely flattering.
sling	A strap for throwing or supporting; to throw casually.
slink	To move smoothly and quietly, often from shame or stealth.
sloop	A sailing boat with one mast and a fore-and-aft rig.
slope	A surface that rises or falls at an angle; to slant.
slosh	To splash liquid around clumsily; liquid moving that way.
sloth	A slow-moving tree animal; laziness as a vice.
slump	To fall or sit heavily; a sudden drop in value or performance.
slung	Past of sling; thrown or hung with a strap.
slunk	Past of slink; moved in a sneaky or ashamed way.
slurp	To drink or eat with a loud sucking sound.
slush	Partly melted snow; overly sentimental talk or writing.
slyly	In a cunning, secretive, or playfully sneaky way.
smack	To hit with an open hand; a sharp slap; a loud kiss; directly.
small	Little in size, amount, or importance.
smart	Intelligent; neatly stylish; to sting with sharp pain.
smash	To break violently into pieces; a big success; a hard hit.
smear	To spread a sticky substance; a dirty mark; to damage someone's reputation.
smell	To sense with the nose; an odor; to have an odor.
smelt	Past of smell; to melt ore to extract metal.
smile	To curve the mouth upward to show pleasure or friendliness.
smirk	A smug or self-satisfied smile; to smile that way.
smite	To strike hard, especially in old or biblical language.
smith	A worker who shapes metal, especially with iron and a forge.
smock	A loose overgarment worn to protect clothes while working.
smoke	The gray gas from burning; to give off that gas; to use tobacco.
smoky	Filled with or tasting of smoke; grayish like smoke.
smote	Past of smite; struck hard.
snack	A small amount of food eaten between meals.
snail	A slow-moving mollusk with a spiral shell on its back.
snake	A long legless reptile; a treacherous person; to move in curves.
snaky	Like a snake; winding; sly and deceitful.
snare	A trap with a noose; to catch in a trap; a drum with rattling wires.
snarl	To growl with bared teeth; a tangled mess; to tangle.
sneak	To move quietly so as not to be noticed; a stealthy person.
sneer	A scornful look or remark; to express contempt that way.
snide	Mocking in a sly, unkind way.
sniff	To breathe in short audible breaths through the nose; to smell.
snipe	To shoot from a hidden place; a long-billed wading bird; a sly dig.
snoop	To look around secretly into others' affairs; a person who does that.
snore	To breathe with a rough noise while sleeping.
snort	To force air loudly through the nose; a short harsh laugh.
snout	The long nose and mouth of an animal such as a pig.
snowy	Covered with snow; white like snow.
snuck	Informal past of sneak; moved quietly without being noticed.
snuff	Finely ground tobacco for sniffing; to put out a candle; to kill.
soapy	Full of or like soap; slickly persuasive or sentimental.
sober	Not drunk; serious and restrained in manner.
soggy	Unpleasantly wet and soft; soaked through.
solar	Relating to the sun; powered by the sun's energy.
solid	Firm and stable in shape; reliable; not hollow or liquid.
solve	To find the answer to a problem or mystery.
sonar	A system that uses sound waves to find objects underwater.
sonic	Relating to sound or the speed of sound.
sooth	Truth, in old-fashioned or poetic speech.
sooty	Covered with or blackened by soot.
sorry	Feeling regret or pity; poor in quality; used as an apology.
sound	Something that can be heard; healthy; a narrow sea channel; to seem.
south	The compass direction opposite to north.
sower	A person who plants seeds.
space	The unlimited area beyond Earth; room to move; to place at intervals.
spade	A digging tool with a flat blade; a black suit in cards.
spank	To slap on the buttocks as punishment or play.
spare	Extra and available; to refrain from harming; thin.
spark	A tiny glowing bit from fire; a flash of light or wit; to trigger.
spasm	A sudden involuntary muscle contraction; a brief burst of activity.
spawn	To produce eggs or offspring in large numbers; to give rise to.
speak	To say words aloud; to talk.
spear	A long weapon with a pointed tip; to pierce with one.
speck	A tiny spot or particle.
speed	How fast something moves; to go fast; a drug that stimulates.
spell	To write letters in order; a period of time; a magic charm.
spelt	Past of spell; an ancient type of wheat.
spend	To use money to buy things; to use time or effort.
spent	Past of spend; used up; exhausted.
sperm	Male reproductive cells that can fertilize an egg.
spice	A plant substance used to flavor food; to add flavor or interest.
spicy	Flavored with spice; hot-tasting; somewhat risqué.
spied	Past of spy; watched secretly.
spiel	A long glib speech meant to persuade, often a sales pitch.
spike	A long sharp point; to pierce; a sudden sharp rise.
spiky	Having sharp points; aggressive or irritable in manner.
spill	To let liquid fall out by accident; an accidental overflow.
spilt	Past of spill; accidentally poured out.
spine	The backbone; a sharp point on a plant or animal; a book's edge.
spiny	Covered with spines or thorns.
spire	A tall tapering structure on top of a building, especially a church.
spite	A desire to hurt or annoy someone; to deliberately annoy.
splat	The sound of something wet hitting a surface; a messy splash mark.
split	To break into parts; a division; a dessert with ice cream and fruit.
spoil	To damage or ruin; to go bad; to overindulge someone.
spoke	Past of speak; one of the rods joining a wheel's hub to its rim.
spoof	A humorous imitation; to trick or parody.
spook	A ghost; to frighten; slang for a spy.
spool	A cylinder on which thread, wire, or film is wound.
spoon	A utensil with a small shallow bowl and handle for eating or stirring.
spore	A tiny reproductive cell of fungi, ferns, and some other organisms.
sport	A competitive physical game; to wear proudly; playful fun.
spout	A tube through which liquid pours; to pour out; to speak at length.
spray	Liquid blown out in fine drops; a small branch of flowers; to apply that way.
spree	A short period of unrestrained activity, often shopping or fun.
sprig	A small shoot or twig of a plant.
spunk	Courage and determination; lively spirit.
spurn	To reject with disdain or contempt.
spurt	A sudden short burst of liquid, speed, or activity.
squad	A small group of people organized for a task or team.
squat	To crouch with knees bent; short and thick; to occupy without right.
squib	A small firework; a short witty piece of writing; a weak puff.
stack	A neat pile; to pile things up; a chimney or exhaust pipe.
staff	The people who work for an organization; a long stick; musical lines.
stage	A raised platform for performance; a step in a process; to present.
staid	Serious, steady, and rather dull in character.
stain	A dirty mark that is hard to remove; to leave such a mark; a dye.
stair	One step in a set of steps between floors.
stake	A pointed post driven into the ground; money risked; a share of interest.
stale	No longer fresh; overused and uninteresting.
stalk	The main stem of a plant; to follow someone secretly.
stall	A small booth for selling goods; to stop making progress.
stamp	To put a foot down hard; a mark or postage label.
stand	To be upright on the feet; a firm position or base.
stank	Past tense of stink; gave off a strong bad smell.
stare	To look at something fixedly for a long time.
stark	Harsh, bare, or complete; without decoration or hope.
start	To begin; the first part of something.
stash	To store something safely out of sight; a hidden store.
state	A condition or nation; to express something in words.
stave	A wooden strip; to break or keep something off.
stead	The place or role of someone else; in someone's place.
steak	A thick slice of meat, usually beef, for cooking.
steal	To take something without permission or right.
steam	Hot water vapor; to cook with such vapor.
steed	A horse, especially one that is ridden.
steel	A strong metal alloy of iron and carbon.
steep	Rising or falling sharply; to soak in liquid.
steer	To guide the direction of a vehicle or course.
stein	A large beer mug, often with a lid.
stern	Strict and serious; the rear part of a ship.
stick	A thin piece of wood; to attach or remain fixed.
stiff	Not easily bent; formal or awkward in manner.
still	Not moving; continuing up to now; even so.
stilt	A long pole used for walking above the ground.
sting	To pierce with a sharp point and cause pain.
stink	To smell very bad; something that is offensive.
stint	A fixed period of work; to limit or be sparing.
stock	Goods for sale; shares in a company; a broth base.
stoic	Someone who endures pain without complaint.
stoke	To add fuel to a fire; to encourage strong feeling.
stole	Past tense of steal; a long scarf worn over the shoulders.
stomp	To step heavily and noisily with the feet.
stone	A hard piece of rock; the hard seed of some fruits.
stony	Full of stones; cold and unfeeling in manner.
stood	Past tense of stand; was upright on the feet.
stool	A seat without a back or arms; solid body waste.
stoop	To bend the body forward and down; a small porch.
store	A place that sells goods; to keep for future use.
stork	A large long-legged bird that wades in water.
storm	Violent weather with wind and rain; a strong outburst.
story	An account of events; a level of a building.
stout	Thick and strong; brave; a dark heavy beer.
stove	A kitchen appliance used for cooking or heating.
strap	A strip of material for fastening or carrying.
straw	Dried stalks of grain; a thin tube for drinking.
stray	To wander from the right path; a lost animal.
strip	To remove covering; a long narrow piece.
strut	To walk proudly; a rigid support in a structure.
stuck	Unable to move or progress; past of stick.
study	To learn carefully; a room for reading and work.
stuff	Things in general; to pack something tightly full.
stump	The base of a cut tree; to baffle or confuse.
stung	Past tense of sting; pierced with a painful point.
stunk	Past tense of stink; smelled very bad.
stunt	A dangerous or showy act; to hinder growth.
style	A distinctive way of doing or designing something.
suave	Smoothly polite and charming in manner.
sugar	A sweet substance used to flavor food and drink.
suing	Taking legal action against someone in court.
suite	A set of rooms; a matching group of things.
sulky	Silent and bad-tempered in a sullen way.
sully	To damage purity or reputation; to soil.
sumac	A shrub or tree with clusters of small fruits.
sunny	Bright with sunlight; cheerful in mood.
super	Excellent or outstanding; above or beyond.
surer	More certain or confident than before.
surge	A sudden strong forward or upward movement.
surly	Bad-tempered and unfriendly in manner.
sushi	Japanese dish of vinegared rice with fish or vegetables.
swami	A Hindu religious teacher or holy man.
swamp	Wet, spongy land; to overwhelm completely.
swarm	A large group of insects or people moving together.
swash	To splash or move with a sweeping motion.
swath	A wide strip cut by a scythe or mower.
swear	To make a solemn promise; to use bad language.
sweat	Moisture from the skin when hot; hard effort.
sweep	To clean with a broom; to move swiftly across.
sweet	Having a sugary taste; pleasant or kind.
swell	To grow larger; excellent; a rising wave of water.
swept	Past tense of sweep; cleaned or moved across.
swift	Moving very quickly; a fast-flying bird.
swill	To rinse with liquid; liquid food for pigs.
swine	Pigs; used as an insult for a contemptible person.
swing	To move back and forth; a seat hung by ropes.
swirl	To move in a twisting, circular motion.
swish	To move with a soft rustling sound.
swoon	To faint from emotion or excitement.
swoop	To dive down suddenly, as a bird of prey does.
sword	A long metal blade used as a weapon.
swore	Past tense of swear; made an oath or cursed.
sworn	Having taken an oath; bound by a promise.
swung	Past tense of swing; moved back and forth.
synod	A council of church officials meeting for business.
syrup	A thick sweet liquid used in food and medicine.
tabby	A cat with a striped or mottled coat.
table	A piece of furniture with a flat top; a chart of data.
taboo	Something forbidden by social custom or belief.
tacit	Understood without being said openly.
tacky	Sticky to the touch; cheap or in poor taste.
taffy	A chewy candy made by stretching boiled sugar.
taint	To spoil or contaminate; a trace of something bad.
taken	Past participle of take; already claimed or captured.
taker	A person who accepts an offer or takes something.
tally	A running total or score; to count and record.
talon	A sharp claw of a bird of prey.
tamer	A person who trains wild animals; less wild.
tango	A dramatic ballroom dance for two people.
tangy	Having a sharp, pleasantly strong flavor.
taper	To become gradually thinner; a thin candle.
tapir	A large plant-eating mammal with a short snout.
tardy	Arriving or happening later than expected.
tarot	A set of cards used for fortune-telling.
taste	The flavor of food; to sample flavor; good judgment.
tasty	Having a pleasant flavor; delicious.
tatty	Worn, shabby, or in poor condition.
taunt	To mock or insult someone in a hurtful way.
tawny	A warm yellowish-brown color.
teach	To help someone learn knowledge or skills.
teary	Full of tears; about to cry.
tease	To make fun of someone lightly; to tempt.
teddy	A soft stuffed toy bear for children.
teeth	The hard white structures in the mouth for biting.
tempo	The speed or pace of music or activity.
tenet	A basic belief or principle of a group.
tenor	The general meaning; a high male singing voice.
tense	Stretched tight; nervous; a form of a verb for time.
tenth	Coming after ninth; one of ten equal parts.
tepee	A cone-shaped tent once used by some Native peoples.
tepid	Only slightly warm; lacking enthusiasm.
terra	Earth or land, often used in compound names.
terse	Using few words; brief and to the point.
testy	Easily irritated or short-tempered.
thank	To express gratitude to someone.
theft	The crime of stealing something.
